Emotion,Text
joy,realli good time hwpa award today home safe sound actual feel wreck
joy,look hous hayward today mom favorit bright ass green hous hahaha
disgust,fascin experi hilari behavior wasi obnoxi lent parodi
joy,break imagin play puppi feel unbridl joy romp tumbl
sadness,lost kg due ill
sadness,john mood
fear,children israel remain desert year wouldnt trust god futur
anger,enrag person get angrier say complet understand
joy,joy day count bless
joy,express victori live outward heart inner man rejoic deeplybeyond normabout jesu
surprise,hohoho merri christma wait till xma day cant wait
joy,must say total happi go yeo davi govern
sadness,noth eat search search peanut good hot person
joy,oh gosh feel hunger headach come
anger,throw away opertunati cant afford throw away fault
anger,time preciou wast
sadness,mother stuck apoplect fit paralyz suffer aphasia
anger,hahah oh know joy twin hahah think worri kyle attack dylan
sadness,lol love extend walmart trip ive replac
joy,que rabia en vspera de la gran fiesta pongo mala la digo mi madr que estoy mejor pero funciona voy
surprise,ahh damnit first thing youv told excit though
surprise,back cali rd aaaand might dropin visit ar somewher
joy,christma music radio
surprise,wachten op pap en dan richt laura
fear,broke window pane next door neighbour hous
surprise,woke aunt uncl kentucki hous
surprise,son morn made batman mask built train track shop yogi bear dvd later
surprise,im sure expand ur famili due time look didnt even kno could kid
joy,joyou commut brighton birmingham tomorrow via train
shame,everi sens cours includ biblic ad penetr whisper clearli audibl embarrass famili
joy,mother tell everyon jesu other live life order reciev tri
sadness,length pajama bottom full length
joy,dancingtavern atmospher one wait end world suddenli peopl began danc wildli inspir band unbeliev experi wonder even finn sometim flare forget think other think delight danc one heart content
fear,happi birthday swaggadonhugz birthday beat post
joy,went movi date walk beach alameda spent time afterward apt
joy,went bed dream woke sing found mandisa lover
fear,repton boy horror churchil antibolshevist campaign turn adult less feroci critic
anger,text dirti thing unusu say nevermind
sadness,gradmoth die
fear,everi time walk step outsid union im terrifi im go fall chip tooth
fear,money motiv keep top petrifi lose
anger,realli mad found freezer
fear,first batman beginsthen dark knightim think like fuck dark knight rise
joy,notic amus tapestri hang illustr seven deadli sin
fear,u lose other u lose fear yourselfdavid julio wang
joy,got letter best friend heard long time good letter
joy,lord mayor delight opportun debat govern health reform
sadness,rush hospit devast daughter suzann went ahead servic know would live die
joy,time intens workout till
sadness,went home holiday found niec nephew pass away sad children even sick death suddenli die
surprise,man seem stun
sadness,alon listen song like much listen togeth friend
surprise,bwahaha alam ko na sagot dun pard e ikaw ayaw share sa akin plan haha
joy,spent love relax even boyfriend play game talk even
anger,wasnt awar go court
anger,want justic
surprise,giant huge gain brother scream brother come upstair giant fumbl brother goe back downstair
surprise,go long much need journey jersey last hoorah
joy,see pleas
surprise,make chicken alfredo dinner parent
fear,peopl think ive chang caus feel grown
joy,take care give best parent
joy,never agre extra film full day wast even school work look forward
surprise,celebr launch sneaki sleev copi surprisew reveal soon
sadness,determin lose first chapstick ever bought fail
joy,meet new client lakesid thurrock afternoon wont busi
anger,parent let go holiday friend
joy,mcminnvil basketbal tournament break
joy,im think who real hero arya daeneri jon perhap cant wait start read danc dragon
fear,look backward look around alway look forward elynnharri
surprise,noth say better morn call good hear ur voic buddi
joy,lexi parent pleas effort may prevent children die side effect steroid treatment
sadness,fuck go world week
fear,live outsid graz go bu one day went home bu stop alon dark go forest dark figur behind frighten
joy,great time happi anniversari sister
surprise,aunt cousin show hous earli love im excitedd
surprise,cours boarder secur guard speak german
sadness,sorri
sadness,twitter person year end
fear,one room frighten man bare back mass scab bruis
sadness,shame dont realis much system drain
joy,im dead seriou copi let know mail mail back
anger,mad ambit
sadness,im afraid rent two month
joy,apr avoir fini un sac complet de ricola la semain pass en jour la toux reprend jvai machet un autr sac
fear,phew wait minut crash spywar trojan
sadness,sever friend charact differ inevit split two extrem sad dont know tri hurt either parti conflict one belong
anger,annoy particular day seemad odd favour grandfath ad fuel fire import appoint unleash anger
sadness,righther lip look bout crusti pie edg
neutral,like
joy,come let us sing joy lord let us shout aloud rock salvat psalm
sadness,father die last year week sever ill
neutral,alway depend transmiss satellit signal
fear,bring shop nearli stood snake
anger,ignor affront express cross isabel face sardon rejoind continu
joy,aunt stay drink wine
anger,mad lyn
surprise,dude show problem like walk
fear,got lost florenc coach turn midnight place go strang report polic station
fear,lol skip lap run mile gym today
sadness,camp room giant pile laundri put bed time thing
anger,reason take life die tri
joy,wait sun come shine one day deplet
joy,test present tomorrow
sadness,worst mr mcintyr made clean room go
surprise,maak ik wel even een nieuw een stomm
fear,tramp narrow path two us confront woman two snarl dog demand get properti via flood river
surprise,new thing learn best sweetheart
joy,today aw bad actual enjoy work anyth
fear,tutori group soon divid got list name freshmen five group read name group went way seminar room wonder would cope new situat would succeed group leader
fear,seem ridicul peopl rare search via domain amount domain combinationsword variat astronom
joy,black friday shop target sleep hour northlak black friday shop
fear,studi medicin sever semest time develop great fear examin afraid examin anatomi student examin dissect abl hear everyth wait fear turn
joy,jelli belli tomorrow well meet
sadness,pound passport bag realli worri
sadness,sister scholarship norway particularli walk across tarmac get plane look back us
sadness,told friend car broke walk home
surprise,mom sneaki even put get new iphon fbook well play mama well play
shame,came across day slightli embarrass
joy,candi make famili gramma hand best part christma
anger,tzann cluck tongu mild exasper
joy,first niec born
fear,avocado sandwich curiou tri dont wan na wast sandwich lol
sadness,sound realli predict usual absolut heartrend time first lover rang one day announc found anoth woman never saw hurt posit true love
fear,grade came home school one day told mother skin cancer would go hospit straight away
joy,worst rt oh thought payday todayit next friday
joy,great preach morn thank
surprise,bout go visit girl
fear,agre control life hasnt chang fact ive pay rise year
joy,armi hadnt pleas littl episod either
sadness,godsist call weird said emot experi rare
joy,doubl barrel whiski sirloin xx
joy,esperando venga joderrrrrrr tic tac tic tac tic taccc
sadness,drop laptop screen went blank still good news comput screen fine bad news lost word essay
joy,sound interest havent gone boat time time
fear,accid hurt eye afraid injur badli
surprise,someon becom run joke household
sadness,tire still ill boredwhhhyyyyyy
joy,make cook breakfast
joy,doubl french first thing
surprise,that fuck would kill rt kill spider put sister bed
joy,realli dont wan na go school less thirti day til christma break
joy,final done huck finn essaydon back atph
joy,cheer dec st final keep real butter fridg eat skin chicken battl cheap ikea furnitur
surprise,surviv dinner landladi actual turn polit discuss
anger,tri explain plumber face face toilet broken believ mend ten time
sadness,dear blackberri app world everi singl time open freez blackberri
joy,thank scribbl creativ brain start work
surprise,dont go work today
fear,mountain tour girlfriend pass inn near hous big dog began follow us girlfriend afraid dog draw attent jump toward shoulder want play realli like
joy,that good live near
fear,one itemis phone bill bedworth horrifi mother ran page list call juri heard
anger,anyth worth definit worth sum
joy,never allow anyon steal joy god given wife husband cowork friend famili psalm preciou
fear,could well becom agit dispers pigeon turn head toward light bark heatedli road worker
anger,thank make clear im understand truli famili
